event_ts,user_pseudo_id,event_name,version,session_id,sessionId
2022-12-13 18:15:29.405068 UTC,0084ac01e52bdb0621189e3584b94e29,vpn_connect_step,0.1.0.158,06de2fee4e474967871b30c1b3af38f9,
2022-12-13 18:15:31.621070 UTC,0084ac01e52bdb0621189e3584b94e29,vpn_connect_step,0.1.0.158,06de2fee4e474967871b30c1b3af38f9,
2022-12-13 18:15:31.694071 UTC,0084ac01e52bdb0621189e3584b94e29,vpn_connect_result,0.1.0.158,,06de2fee4e474967871b30c1b3af38f9
2022-12-13 17:12:30.610043 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,a628fa05fb8a4bd3a6296b7c7e4c1ac2,
2022-12-13 17:12:31.465069 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,a628fa05fb8a4bd3a6296b7c7e4c1ac2,
2022-12-13 17:12:31.495070 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,a628fa05fb8a4bd3a6296b7c7e4c1ac2
2022-12-13 17:12:56.746124 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,a628fa05fb8a4bd3a6296b7c7e4c1ac2,
2022-12-13 17:12:57.697019 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,a628fa05fb8a4bd3a6296b7c7e4c1ac2,
2022-12-13 17:12:57.756020 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,a628fa05fb8a4bd3a6296b7c7e4c1ac2
2022-12-13 19:18:07.635057 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,760e3e44168f48f9bac2da6e72b7dcc9,
2022-12-13 19:18:08.855070 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,760e3e44168f48f9bac2da6e72b7dcc9,
2022-12-13 19:18:08.884071 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,760e3e44168f48f9bac2da6e72b7dcc9
2022-12-13 19:18:37.714005 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,760e3e44168f48f9bac2da6e72b7dcc9,
2022-12-13 19:18:38.796018 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,760e3e44168f48f9bac2da6e72b7dcc9,
2022-12-13 19:18:38.872019 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,760e3e44168f48f9bac2da6e72b7dcc9
2022-12-13 21:09:28.412065 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,c775efe541c64874b6a6cbeefc8965de,
2022-12-13 21:09:29.476070 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,c775efe541c64874b6a6cbeefc8965de,
2022-12-13 21:09:29.502071 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,c775efe541c64874b6a6cbeefc8965de
2022-12-13 21:09:57.626013 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,c775efe541c64874b6a6cbeefc8965de,
2022-12-13 21:09:58.149018 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,c775efe541c64874b6a6cbeefc8965de,
2022-12-13 21:09:58.265019 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,c775efe541c64874b6a6cbeefc8965de
2022-12-14 14:02:53.598065 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,92876e0368524fe79bc175920f2a8526,
2022-12-14 14:02:54.587070 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,92876e0368524fe79bc175920f2a8526,
2022-12-14 14:02:54.625071 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,92876e0368524fe79bc175920f2a8526
2022-12-14 14:03:34.023011 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,92876e0368524fe79bc175920f2a8526,
2022-12-14 14:03:39.885018 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,92876e0368524fe79bc175920f2a8526,
2022-12-14 14:03:40.417019 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,92876e0368524fe79bc175920f2a8526
2022-12-14 14:07:05.256075 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,b99a13d634764d62ab750ba91a3787da,
2022-12-14 14:07:06.110108 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,b99a13d634764d62ab750ba91a3787da,
2022-12-14 14:07:06.146109 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,b99a13d634764d62ab750ba91a3787da
2022-12-14 14:07:17.225141 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,b99a13d634764d62ab750ba91a3787da,
2022-12-14 14:07:29.312026 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,b99a13d634764d62ab750ba91a3787da,
2022-12-14 14:07:29.715027 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,b99a13d634764d62ab750ba91a3787da
2022-12-14 14:09:44.121083 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,68ee127126fe4e238f68b3a0f905d3c9,
2022-12-14 14:09:45.206118 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,68ee127126fe4e238f68b3a0f905d3c9,
2022-12-14 14:09:45.232119 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,68ee127126fe4e238f68b3a0f905d3c9
2022-12-14 14:09:55.363150 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,68ee127126fe4e238f68b3a0f905d3c9,
2022-12-14 14:10:06.700031 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_step,0.1.0.158,68ee127126fe4e238f68b3a0f905d3c9,
2022-12-14 14:10:07.047032 UTC,00f8d8f964b1c6a27defbcd0672e7e5f,vpn_connect_result,0.1.0.158,,68ee127126fe4e238f68b3a0f905d3c9
2022-12-13 17:34:15.149009 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,5e18ec4ac1ce4229a5004ed5fe62b34b,
2022-12-13 17:34:15.533010 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,5e18ec4ac1ce4229a5004ed5fe62b34b
2022-12-13 17:34:32.330073 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,f2c2a79ddcf049698b66ef7f9f6b539d,
2022-12-13 17:34:36.169075 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,f2c2a79ddcf049698b66ef7f9f6b539d,
2022-12-13 17:34:36.512076 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,f2c2a79ddcf049698b66ef7f9f6b539d
2022-12-13 17:35:20.675090 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,5e18ec4ac1ce4229a5004ed5fe62b34b,
2022-12-13 17:35:21.048091 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,5e18ec4ac1ce4229a5004ed5fe62b34b
2022-12-13 17:35:46.454026 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,f2c2a79ddcf049698b66ef7f9f6b539d,
2022-12-13 17:35:47.154028 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,f2c2a79ddcf049698b66ef7f9f6b539d,
2022-12-13 17:35:47.523029 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,f2c2a79ddcf049698b66ef7f9f6b539d
2022-12-13 21:09:01.611071 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,6ff08da8ed5a428fa7eed45e4f40297d,
2022-12-13 21:09:04.674078 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,6ff08da8ed5a428fa7eed45e4f40297d,
2022-12-13 21:09:05.069079 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,6ff08da8ed5a428fa7eed45e4f40297d
2022-12-13 21:10:06.930075 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,6ff08da8ed5a428fa7eed45e4f40297d,
2022-12-13 21:10:09.341078 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,6ff08da8ed5a428fa7eed45e4f40297d,
2022-12-13 21:10:10.166079 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,6ff08da8ed5a428fa7eed45e4f40297d
2022-12-13 21:10:23.363099 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,ffabd3c054de4587bb3ced9eae30cf82,
2022-12-13 21:10:26.848105 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,ffabd3c054de4587bb3ced9eae30cf82,
2022-12-13 21:10:27.194106 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,ffabd3c054de4587bb3ced9eae30cf82
2022-12-13 21:11:51.967074 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,0467e85c8f374d098dca2ff7b213fb6d,
2022-12-13 21:11:54.928076 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,0467e85c8f374d098dca2ff7b213fb6d,
2022-12-13 21:11:55.231077 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,0467e85c8f374d098dca2ff7b213fb6d
2022-12-13 21:13:03.953008 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,0467e85c8f374d098dca2ff7b213fb6d,
2022-12-13 21:13:05.590010 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,0467e85c8f374d098dca2ff7b213fb6d,
2022-12-13 21:13:06.523012 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,0467e85c8f374d098dca2ff7b213fb6d
2022-12-13 21:24:12.431129 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,df49636bf8ff4e60bbbda8d93bd402ff,
2022-12-13 21:24:18.306132 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,df49636bf8ff4e60bbbda8d93bd402ff,
2022-12-13 21:24:18.682133 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,df49636bf8ff4e60bbbda8d93bd402ff
2022-12-13 21:24:30.494058 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,ac965675ef5c41a4aa533ae1a77630ab,
2022-12-13 21:24:32.958062 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,ac965675ef5c41a4aa533ae1a77630ab,
2022-12-13 21:24:33.325063 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,ac965675ef5c41a4aa533ae1a77630ab
2022-12-13 21:26:45.415007 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,631698f0076142f884115e6c9d799206,
2022-12-13 21:26:47.893011 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,631698f0076142f884115e6c9d799206,
2022-12-13 21:26:48.217012 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,631698f0076142f884115e6c9d799206
2022-12-13 21:27:08.686025 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,631698f0076142f884115e6c9d799206,
2022-12-13 21:27:15.745029 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,631698f0076142f884115e6c9d799206,
2022-12-13 21:27:16.818031 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,631698f0076142f884115e6c9d799206
2022-12-14 12:53:26.033011 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,3c1fd955b5bc4c6ca29ca08e246ec9cf,
2022-12-14 12:53:32.035015 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,3c1fd955b5bc4c6ca29ca08e246ec9cf,
2022-12-14 12:53:32.382016 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,3c1fd955b5bc4c6ca29ca08e246ec9cf
2022-12-14 12:54:39.884029 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,3c1fd955b5bc4c6ca29ca08e246ec9cf,
2022-12-14 12:54:40.702031 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_step,0.1.0.158,3c1fd955b5bc4c6ca29ca08e246ec9cf,
2022-12-14 12:54:41.125032 UTC,011a29c35332418c75831949ad566b1f,vpn_connect_result,0.1.0.158,,3c1fd955b5bc4c6ca29ca08e246ec9cf
2022-12-13 20:02:44.421062 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,2b0a44475b52448a83fa45a61ea6fecb,
2022-12-13 20:02:45.384069 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,2b0a44475b52448a83fa45a61ea6fecb,
2022-12-13 20:02:45.399070 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_result,0.1.0.158,,2b0a44475b52448a83fa45a61ea6fecb
2022-12-13 20:03:32.274007 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,2b0a44475b52448a83fa45a61ea6fecb,
2022-12-13 20:03:32.891014 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,2b0a44475b52448a83fa45a61ea6fecb,
2022-12-13 20:03:32.962015 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_result,0.1.0.158,,2b0a44475b52448a83fa45a61ea6fecb
2022-12-14 14:14:01.082071 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,ff327d9118b143b09ddf10657f911120,
2022-12-14 14:14:06.184073 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,ff327d9118b143b09ddf10657f911120,
2022-12-14 14:14:06.209074 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_result,0.1.0.158,,ff327d9118b143b09ddf10657f911120
2022-12-14 14:18:20.614070 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,3701cd9978f14f4dbda98f4e6a152e1e,
2022-12-14 14:18:21.493072 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,3701cd9978f14f4dbda98f4e6a152e1e,
2022-12-14 14:18:21.506073 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_result,0.1.0.158,,3701cd9978f14f4dbda98f4e6a152e1e
2022-12-14 14:19:20.084008 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,3701cd9978f14f4dbda98f4e6a152e1e,
2022-12-14 14:19:21.391010 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_step,0.1.0.158,3701cd9978f14f4dbda98f4e6a152e1e,
2022-12-14 14:19:21.837011 UTC,013d61c47d80838a5a139c10dfdfc283,vpn_connect_result,0.1.0.158,,3701cd9978f14f4dbda98f4e6a152e1e
2022-12-14 02:58:06.491051 UTC,0181573d42202efab9fe963fe1e38260,vpn_connect_step,0.1.0.158,594d5fafe04f4899b2ccf174485d452b,
2022-12-14 02:58:07.186064 UTC,0181573d42202efab9fe963fe1e38260,vpn_connect_step,0.1.0.158,594d5fafe04f4899b2ccf174485d452b,
2022-12-14 02:58:07.194065 UTC,0181573d42202efab9fe963fe1e38260,vpn_connect_result,0.1.0.158,,594d5fafe04f4899b2ccf174485d452b
2022-12-13 19:57:20.578063 UTC,02ae91515685871b8f62c5666323c752,vpn_connect_step,0.1.0.158,0bc7440003ec4a4a9d57e35df082b70d,
